user_id, title, author, publisher, isbn, language, no_of_exchanges, rating
6YzT2h9cCNprta5vMb3TwT,Fluke,James Herbert,Pan Macmillan,9781447203360,English,7,4.4
XrTztXQiWtWq3eXe54NAr9,Unleashed,David Rosenfelt,Minotaur Books,9781250024732,English,6,4.4
JZnNg8Sj4gkV2Dg4DrLYXW,Black Beauty (Collins Classics),Anna Sewell,HarperCollins UK,9780007382620,English,1,4.5
drzsejLvwc7opWHjLyHTmv,On the Scent (The Psychic Detective| Book 1),Angela Campbell,HarperCollins UK,9780007543052,English,9,4.7
kdWkbMpDdBRqFyUBXtrEpR,Then Came You: The fun and exciting romance you need!,Jill Shalvis,Hachette UK,9781472217295,English,1,4.6
QfmwA3xL73aMddrMrvwx87,The Dog Who Was There,Ron Marasco,Thomas Nelson,9780718083946,English,5,4.9
S6V759njfHYTuCDX9Srkpp,Balthazar Jones and the Tower of London Zoo,Julia Stuart,HarperCollins UK,9780007356416,English,9,4.0
RCKmWcPur63Asz6RUnJpN2,A Boy and his Dog at the End of the World,C. A. Fletcher,Hachette UK,9780356510903,English,7,4.7
YYnVXQ76B3GZvXhvRpFcR9,Reversed Order Existence: Reversed Order Series (Book 1),Blaze Goldburst,REVEREND CROWN PUBLICATIONS PRIVATE LIMITED,9788194380023,English,2,5.0
7Qrg47nBJqXyiuHYD5e2mZ,Love Heart Lane (Love Heart Lane Series| Book 1),Christie Barlow,HarperCollins UK,9780008319694,English,3,5.0
E6FgVLYsnmocWbE5CPwtwv,Behind Closed Doors,B A Paris,HarperCollins UK,9781474037945,English,6,4.5
69ypzoz65SRMTC3dgdAe4n,Crime and Punishment (The Unabridged Garnett Translation),Fyodor Dostoevsky,e-artnow,9788074849541,English,3,4.6
MVazsbiDNpbMJWtLVXYfai,The Picture of Dorian Gray,Oscar Wilde,Simon and Schuster,9781476788128,English,1,4.4
HdmQP5zNVpeqDcdML6VB6H,Before I Go To Sleep: The no. 1 bestselling Richard & Judy Book Club thriller,S J Watson,Random House,9781409045113,English,5,4.3
D9YkWKgMuUKBkePn2XaM8B,Career of Evil: Cormoran Strike Book 3,Robert Galbraith,Hachette UK,9780751563603,English,2,4.1
VN6FtAD9Un28AP8sn274ZP,The Girl in the Ice,Robert Bryndza,Bookouture,9781910751763,English,4,4.5
ETkX2o5faEgL2GtH2a2xAc,The Perfect Family: An unputdownable psychological thriller with a heart-stopping twist,Shalini Boland,Bookouture,9781786815248,English,1,4.5
GECxPHgzyipoNePDPQsQBZ,I Let You Go: The Richard & Judy Bestseller,Clare Mackintosh,Hachette UK,9780751554175,English,8,4.3
8E8KuaVETF55ma6yiiUo55,The Wife Between Us: The Gripping Richard & Judy Book Club Pick with a Shocking Twist You Won't See Coming,Greer Hendricks,Pan Macmillan,9781509842841,English,4,4.4
3ykMgjHFG899ESp4oQrM2h,The Sister: A psychological thriller with a brilliant twist you won't see coming,Louise Jensen,Bookouture,9781786810014,English,4,4.2
3JSPXfoirdSNDqgdkEJYi7,Fatal Promise,Angela Marsons,Bookouture,9781786816924,English,5,4.6
MHF7EygSULLu3ZHqa3pyGL,The Good Daughter,Karin Slaughter,HarperCollins,9780008150785,English,5,4.4
ZV824TmE8Uc2Kfk4djReMn,The Thirteenth Tale,Diane Setterfield,Hachette UK,9781409139058,English,9,4.2
cdqnXGmYX6yZKZR2sV6gWT,Everything I Never Told You: Amazon.com's #1 Book of the Year 2014,Celeste Ng,Hachette UK,9780349134291,English,9,4.0
DwyrK3TJVAAfaeKQkAmZSg,Friend Request: The most addictive psychological thriller you'll read this year,Laura Marshall,Hachette UK,9780751568349,English,0,4.5
kKMt6meGAzS4wXrFRmTMwo,The Martian Chronicles,Ray Bradbury,Harper Collins,9780062242266,English,3,4.6
gwxbXoMkZ9dYvYqGoUYtK4,Comfort Food,Kitty Thomas,Burlesque Press,9780981943619,English,8,4.3
iQEsVSgWDMoRBL9fvL9jm5,Petals on the Wind,V.C. Andrews,Simon and Schuster,9781451636956,English,1,4.7
7VEPMWZXEZHsvM2EzsDb7F,American Psycho,Bret Easton Ellis,Pan Macmillan,9781447277712,English,9,4.7
XTepjezRzExxjTwWpNbU3n,The Silent Wife: A gripping emotional page turner with a twist that will take your breath away,Kerry Fisher,Bookouture,9781786811264,English,0,4.5
JdHmpSeNnsVSSbi8RNJyBo,NOS4A2: A Novel,Joe Hill,Harper Collins,9780062200594,English,8,4.3
JdeA68j3jc5sckCjDEKGSN,The Dry: The Sunday Times Crime Book of the Year 2017,Jane Harper,Hachette UK,9781408708187,English,6,4.6
QScTc4pZGjSh3JApPRTLMs,Written in Blood: The Sunday Times Number One Bestseller,Chris Carter,Simon and Schuster,9781471179594,English,8,4.7
MbneBfH2HuRoGiRSQTsNkZ,Dark Hollows: An absolutely gripping 2020 psychological thriller with a breathtaking twist,Steve Frech,HarperCollins UK,9780008368227,English,1,4.5
8kDzg8fuV2yReY5HHjrHjj,The Queen of the Damned,Anne Rice,Ballantine Books,9780307575890,English,4,4.5
izqPfT74NCJkLYKcVXAez5,The Bell Jar,Sylvia Plath,Faber & Faber,9780571248209,English,7,4.3
bEuxcRZwk4E7g25auSrGs9,I Know Where She Is: a breathtaking thriller that will have you hooked from the first page,S. B. Caves,Canelo,9781911591795,English,1,4.4
2ukWS9AZ7wMuvx8ogLzGrf,Intensity: A powerful thriller of violence and terror,Dean Koontz,Hachette UK,9781472202819,English,0,4.3
8nyuHKmJ5QZWmW5PsYrTXM,The Mistake: An unputdownable psychological thriller with a brilliant twist,K.L. Slater,Bookouture,9781786812438,English,6,4.3
e6gDmg942fvWuKr3987Hac,My Lovely Wife: The gripping Richard & Judy thriller that will give you chills this winter,Samantha Downing,Penguin UK,9781405939317,English,4,4.4
2U2XPHSYLmRZg3pNgXAUAE,The Silent Sister,Diane Chamberlain,Pan Macmillan,9780230764040,English,2,4.3
TFYMowU2DuZcPBtLhZpZCi,Game Theory - A totally gripping thriller full of shocking twists,Colleen Cross,Slice Thrillers,9780987883513,English,1,4.2
ChZ9iEXFzawxJRy6fFQjYw,Find Her Alive,Lisa Regan,Bookouture,9781838882297,English,4,4.7
deqQ2CC3XJixnGwMsEzH8F,No Time For Goodbye: A Richard and Judy bestseller,Linwood Barclay,Hachette UK,9781409112655,English,9,4.4
8sXcLSQyogkkYtxbxNF9N9,Tropic of Cancer,Henry Miller,Open Road + Grove/Atlantic,9781555846985,English,1,4.2
icA7M7nnYcC38xayzkpZof,Persuasion,Jane Austen,Open Road Media,9781497684317,English,3,4.5
DHLmQcbzAJwgpxvBC3EjAk,The Outsider Series: The Complete Omnibus Collection,Lorhainne Eckhart,Lorhainne Eckhart,9781928085041,English,8,4.5
422kCzgwaqCvttatBP3pii,3rd Degree,James Patterson,Hachette UK,9780755387076,English,7,4.6
Vm5XSxdbdwaBjQAPm6cp6C,Splinter the Silence: (Tony Hill and Carol Jordan| Book 9),Val McDermid,Hachette UK,9780751561418,English,6,4.4
ZyAPykiDSXzEaBY8VpqhHi,Good Morning| Midnight: NOW THE MAJOR NETFLIX FILM 'THE MIDNIGHT SKY',Lily Brooks-Dalton,Hachette UK,9781474600613,English,4,4.4
ib8tFf292taDLhWjn7zY98,The Man Who Ended the World,Jason Gurley,Jason Gurley,,English,3,4.5
JLSVdovYJXXiqgDdVRbmSg,The Haunting of Hill House,Shirley Jackson,Penguin UK,9780141927541,English,5,4.0
KP3SESQwB7cACFN2RMmkhk,One Left Alive,Helen Phifer,Bookouture,9781838888480,English,5,4.5
Jxqe3XyiAXi8Zv7HhQ4AyC,Her Last Secret: An absolutely unputdownable psychological thriller,Barbara Copperthwaite,Bookouture,9781786812599,English,3,4.6
f9HBkZa6NaQut2hvaRPkjt,Stoner,John Williams,New York Review of Books,9781590173930,English,4,4.6
78NuJxooBJWFBToeomwoJZ,War and Peace: Original Version,Leo Tolstoy,HarperCollins UK,9780007396993,English,8,4.7
SFynydhSg74L5oGx9tvGyb,Replay,Ken Grimwood,Hachette UK,9781473226395,English,6,4.4
KSgKwLQAA4WQAN87ghPoUt,Our Little Lies: An absolutely gripping psychological thriller with a brilliant twist,Sue Watson,Bookouture,9781786817495,English,4,4.3
KunyEyr4TZeMbr36GmUyQW,The Class,Erich Segal,Hachette UK,9781444768534,English,0,4.8
4ejy9B6Dk3iBGZt76j8jAU,Skin Game,Jim Butcher,Hachette UK,9780748130825,English,0,4.6
7A6uLAQEjhi28NNvLqKun6,The Demonologist: The Extraordinary Career of Ed and Lorraine Warren,Gerald Brittle,Graymalkin Media,9781935169239,English,3,4.6
fZvyTcUAsaUnJF5sFaGoxg,Angels' Blood,Nalini Singh,Penguin,9781101019535,English,8,4.5
eBcz8eh9A8iPSvC4h58xH4,Swan Song,Robert R. McCammon,Open Road Media,9781453231524,English,8,4.8
AqTK4cpwWnUFKpSzmB2Ge7,Doctor Sleep,Stephen King,Hachette UK,9781444761191,English,1,4.1
72BkKLc4YyKrBfadm77TKR,Enchanted Objects (YA Witch Series),Kristen Middleton,Kristen Middleton,9781524217167,English,3,4.8
9CEYSYqZXzNrzhDXmqyCDk,The Return of Ratnavati: Story of the Princess of haunted Bhangarh,Ashita Saxena,Notion Press,9789383416691,English,8,4.4
EZp4auFXLH2ZrsWrxNB65n,The Two Lost Mountains: The Brand New Jack West Thriller,Matthew Reilly,Hachette UK,9781409194422,English,7,3.8
8xhtZjc8u5vRPkzQfxUK3u,Dark Dreams - Book 2 (A Vampire & Paranormal Romance),Chrissy Peebles ,Dark Shadows Publishing,,English,1,4.7
gdFWySuv4UsGhkupSogrKb,Close Remembrance (The Krinar Chronicles: Volume 3),Anna Zaires,Mozaika Publications,9780988391345,English,8,4.2
J7kQbAjk7Xwu6mhgUKeevs,Dracula,Bram Stoker,Top Five Books LLC,9780978927097,English,7,4.0
SYxZwjqZrqqTBLBU9kRP5D,Awakening,Claire Farrell,Claire Farrell,,English,8,4.8
U52fnkrtxvp2nZv5VaXxeV,Kindling Flames,Julie Wetzel,Crimson Tree Publishing,9781634220163,English,7,4.7
TkqParXjf3bogMd8BwjgkR,A Hunger So Wild (A Renegade Angels Novel),Sylvia Day,Hachette UK,9781472200754,English,5,4.6
DYuSFcTk2wGw8AAuS5gVUi,Maximum Ride: The Angel Experiment,James Patterson,Hachette UK,9780755387229,English,6,4.7
WseGfhrmPrS4fynuwkdseh,The Wisdom of Madness,C.J. Archer,C.J. Archer,,English,4,4.8
S3TaMemAgiw5XiaWTc38wN,The Demon King (The Seven Realms Series| Book 1),Cinda Williams Chima,HarperCollins UK,9780007353248,English,4,4.4
QZEdUGNsJn6qyBiR6akX2T,Frost Burned: Mercy Thompson: Book 7,Patricia Briggs,Hachette UK,9780748117352,English,9,4.4
NNcSRWhmNfun4EnWLdpz68,The Wolf Gift,Anne Rice,Random House,9781448135318,English,3,4.7
fSTs6Pp2z7sGyTRKUREuRG,The Birth of Vengeance,P.A. Ross,Scarlett-Thorn,9781301124954,English,4,4.4
DNXzaekbHgYdkL8epGtdj5,The Keeper of Lost Things: the perfect uplifting read for 2020 - winner of the Richard & Judy Readers' Award and Sunday Times bestseller,Ruth Hogan,Hachette UK,9781473635494,English,2,4.2
XsEiCadZMS8DrUfdkbTq5Q,The Destiny Thief,Luanne Bennett,The Word Lounge,,English,2,4.9
USY3fhR7YV224ByXHwHaft,The Haunted,Ed Warren,Graymalkin Media,9781631680199,English,9,4.6
C8vGsRdAz4DnqZXdFCQYCJ,Stroke of Death,Dale Mayer,Valley Publishing Ltd.,9781773362854,English,4,4.7
HgkUEKWDgruN6nnAQvRape,Every Last Breath (The Dark Elements| Book 3),Jennifer L. Armentrout,HarperCollins UK,9781474036337,English,0,4.6
7cH3gXWpNSn7NkTnWnkfPA,Watchers: A thriller of both heart-stopping terror and emotional power,Dean Koontz,Hachette UK,9781472203038,English,2,4.7
7nCsHqUoTafdPGrssDjNid,Changeling,Tarisa Marie,Tarisa Marie,,English,7,4.4
fXJb3ZunefjGB7nFrXGnAY,Spookshow 9,Tim McGregor,Tim McGregor,,English,7,4.9
PQni3Pf3BYbckpwjhUba2U,The City of Brass (The Daevabad Trilogy| Book 1),S. A. Chakraborty,HarperCollins UK,9780008239411,English,6,4.2
ep9ctA5AdaubCT94xQmVHE,Deader Homes and Gardens,Angie Fox,Moose Island Books,9781939661364,English,1,4.6
cBDtwx84zixziUJXWPCraM,Found (The Crescent Chronicles #3),Alyssa Rose Ivy,Alyssa Rose Ivy,,English,5,4.6
EYcdima8UB7yT3wf7ivqDz,Relentless (Vampire Awakenings| Book 11),Brenda K. Davies ,Brenda K. Davies,,English,9,4.9
3rdPCWroTb6oqVDgZoB2oZ,Regal,Brian Rathbone,White Wolf Press| LLC,9781301786039,English,0,4.4
jktrE8Ju4wjfFX6rMiFYsZ,The Serpentwar Saga: The Complete 4-Book Collection,Raymond E. Feist,HarperCollins UK,9780007518753,English,1,4.7
hhm8SyZbi5g7aYpUaHResE,Supernatural: John Winchester's Journal,Alex Irvine,Harper Collins,9780061912948,English,0,4.4
8JxBt7jPut2b8co2os92pd,Deceived,Lynda O'Rourke,Ravenwoodgreys,,English,8,4.9
aQQTAFxX4UUCqNc5TSSdhp,Sacrifice Me| Season Two,Sarra Cannon,Dead River Books,9781624210570,English,3,4.9
YKnadRbghkXqt2gkeUbYue,Blood of Requiem (Epic Fantasy| Dragons| Free Fantasy Novel),Daniel Arenson,Moonclipse,9780986602863,English,7,4.3
9KxrQqJ6pQsBWkxRwhVyZC,Stone Cold Magic,Jayne Faith,Jayne Faith,9780997026054,English,8,4.5
5E9g8LgUnWBgCWZ7KqHFU4,Sacrificed in Shadow,SM Reine,SM Reine,9781490957418,English,0,4.6
ESzCJJ2kWiYj8nVPUz5rn6,Ghost Stories of an Antiquary,M. R. James,Open Road Media,9781497684225,English,7,4.5
KHjjRmpNBmfhDJAVFHQGwA,SHABAR MANTRA PART 07: DHAN YOG (Money Mantra| Tantra etc),SHABAR MANTRA,POWERFUL SHABAR MANTRA,,Hindi,9,4.4
ZBoJvpyDYnEHNjRKgPnidc,Styxx,Sherrilyn Kenyon,Hachette UK,9781405528214,English,5,4.6
E4xmvJs3NpukbrjDHdd8qR,Lost Souls - Book 3,Chrissy Peebles,Dark Shadows Publishing,,English,5,4.7
CVvo2E3uR9piwX7b5gAfyp,Donzela de Aço (Reinos Divididos| Livro 1),Kim Richardson,Riverbend Press,9781311965332,Portuguese,3,4.7
5HRwzDKbf7xh4Yg5fdMD3D,The Hellbound Heart: A Novel,Clive Barker,Harper Collins,9780061760877,English,6,4.5
HEabea6hXJoooE4timkSkp,Witches of East End,Melissa de la Cruz,Hachette UK,9780751556247,English,1,4.7
fhAq2MZC8so9LhUABxkukZ,Black Magic Sanction,Kim Harrison,HarperCollins UK,9780007537563,English,2,4.3
8FxoyZVXTUeTMVGqDcXmLV,The Devil and the Dark Water: The mind-blowing new murder mystery from the Sunday Times bestselling author,Stuart Turton,Bloomsbury Publishing,9781408889626,English,1,4.8
Q3jGboSTBFaY3EZP3RukdC,Baby Daddy,Kendall Ryan,Kendall Ryan,,English,6,4.6
hxg5qBjt2BZhiSunUQRkso,Big Little Lies: The No.1 bestseller behind the award-winning TV series,Liane Moriarty,Penguin UK,9781405916370,English,4,4.4
BMkeNaDdgjsuKEGAP5RvLa,After You,Jojo Moyes,Penguin UK,9781405909082,English,3,4.4
64L3yCVfyKjxP6ACWQXBtu,Beard Science,Penny Reid ,Cipher Naught ,9781942874249,English,3,4.8
UC9K6LvfUVu4HrXDv8tto7,If You Were Mine: The Sullivans,Bella Andre,Oak Press| LLC,9781938127212,English,0,4.3
7zHdQWpAiicLUv67wNrKWS,The Thursday Murder Club: The Record-Breaking Sunday Times Number One Bestseller,Richard Osman,Penguin UK,9780241988275,English,1,4.6
gTNDKmgogiPAVmo2s277oQ,China Rich Girlfriend,Kevin Kwan,Allen & Unwin,9781925267570,English,6,4.4
YtXmbNRWEK2UqmZBCKRwga,The Secret Diary of Adrian Mole Aged 13 3/4: Adrian Mole Book 1,Sue Townsend,Penguin UK,9780718196134,English,1,4.5
eYTWLua7SJkZEQ4NLFffWt,Fantastic Mr Fox,Roald Dahl,Penguin UK,9780141929842,English,0,4.3
Jw35DUxcQWS6ouvHdqRYJB,The Lost Causes of Bleak Creek,Rhett McLaughlin,Crown,9781984822154,English,6,4.8
FwRPPpz7iNWxnTPwaj5hVs,The Hundred-Year-Old Man Who Climbed Out of the Window and Disappeared,Jonas Jonasson,Hachette UK,9780349141817,English,8,4.1
RPPSwmrRHH6L4yfDAGjFGZ,The Rosie Effect,Graeme Simsion,Penguin UK,9781405918077,English,0,4.2
TZoLfnFBRE83HNj7jcrAfa,Britt-Marie Was Here,Fredrik Backman,Hachette UK,9781473617223,English,5,4.6
dBCJApjTYEBcvz8UQNB3KP,Three Men in a Boat,Jerome K. Jerome,Open Road Media,9781497672161,English,1,4.6
cUcnsNfDxxuVzGsmQyKHvA,Christmas Ever After (Puffin Island trilogy| Book 3),Sarah Morgan,HarperCollins UK,9781474030946,English,8,4.3
KzYrbCrBYN28ZR5Phv52HY,Nothing to See Here,Kevin Wilson,HarperCollins,9780062913487,English,8,4.4
cN3fs9W5TiwQfJ8zbBxbDP,The Runaway Wife: A laugh out loud feel good novel about second chances,Dee MacDonald,Bookouture,9781786813541,English,5,4.5
dETmuVpSiXHHg7J4L6oiXn,The Restaurant at the End of the Universe,Douglas Adams,Pan Macmillan,9780330513111,English,9,4.0
MBgtNbGPWs6hF4xTbVYiix,The Code of the Woosters,P.G. Wodehouse,Random House,9781409035077,English,6,4.7
R744cUJ8rT78N2s2pqNeGs,Don't Want To Miss A Thing: A warm and witty romance with many twists along the way,Jill Mansell,Hachette UK,9780755355983,English,8,4.5
Fyj59BNHEAphsZ3pXueGX4,After the Rain: The hilarious opposites-attract rom-com from the author of Love to Hate You,Jo Watson,Hachette UK,9781472257734,English,2,4.9
LSu2XrjuddLvEAgaaDNXSt,If I Never Met You,Mhairi McFarlane,HarperCollins,9780008169473,English,7,4.4
HdbjRu8RxwqWKDKhZe3Vdm,Summer at the Comfort Food Cafe (The Comfort Food Cafe| Book 1),Debbie Johnson,HarperCollins UK,9780008150242,English,4,4.8
RHPdbum2LEi55v5NnQEtHV,Hunting for a Highlander,Lynsay Sands,HarperCollins,9780062855381,English,3,4.7
dNeYeNtRPsj9YbViaCSLyX,Alpha Blood Box Set (BBW Werewolf Shifter Romance),Mac Flynn,Crescent Moon Studios| Inc.,,English,6,4.4
F62iWCXAQHggGkRBaRNkZG,Perky (Do-Over Series #2),Julia Kent,Julia Kent,,English,7,4.8
mMeBtUd6fTR8ERkRhVVt8c,Boyfriend Material,Alexis Hall,Sourcebooks| Inc.,9781728206158,English,1,4.7
oLohwroBcTSZtrsPaKkSS7,Scott Pilgrim,Bryan Lee O’Malley,HarperCollins UK,9780007362998,English,2,4.5
TY9U5kjjHJiyED6QzfH5Lu,A Dog's Purpose: A novel for humans,W. Bruce Cameron,Pan Macmillan,9781447213246,English,1,4.0
Ba6oD8QWGbbaQVyP5QH93R,The Dutch House: Longlisted for the Women's Prize 2020,Ann Patchett,Bloomsbury Publishing,9781526614940,English,2,4.3
BcRARLf8TwEENmMGZHbWAu,The Storied Life of A.J. Fikry,Gabrielle Zevin,Hachette UK,9780349141084,English,0,4.3
nkHfjKxbb4KVyEY6j4HDYL,Going Postal,Terry Pratchett,Harper Collins,9780061807190,English,2,4.5
jXp2zX4ojcasw2cc6cE2iC,A Rancher's Heart,Vivian Arend,Arend Publishing Inc.,9781941456309,English,4,4.8
TSjeTXa6epbmQQDD2DMw9g,Lyrical,Bree Dahlia,Bree Dahlia,,English,2,4.7
YPMwHnwuduvY8Von2pBVwg,He Loves Me| He Loves Me Not: A Steamy Romantic Comedy: Fake Relationship Las Vegas Wedding Romantic Comedy,Iris Morland,Blue Violet Press LLC,,English,7,4.5
PHjUiyhof3tueQdkJSFkuq,Mr Penumbra's 24-hour Bookstore,Robin Sloan,Atlantic Books Ltd,9781782391203,English,3,4.3
gpYYEvPahaEZATieqqP3Fs,Ubur-Ubur Lembur,Raditya Dika,GagasMedia,9789797809157,Indonesian,9,4.7
9hpjuVXdGEqQguVqMmSaBt,In His Own Write,John Lennon,Simon and Schuster,9781451625271,English,7,4.6
TipZdUPfGCv9ytMyU8TQKc,Erotic Stories for Punjabi Widows,Balli Kaur Jaswal,HarperCollins,9780008209902,English,2,3.9
M6D6iT63ZHmpvwsS5p2cin,Return Billionaire to Sender,Annika Martin,Cinnamon Crane,9781944736163,English,7,5.0
QS5shjQRxoahdKTEaQVcVQ,Romeo and/or Juliet: A Chooseable-Path Adventure,Ryan North,Penguin,9781101983317,English,6,4.2
XXNYcUsvjzA4QvVFUx6ubj,The Keeper of Lost Things: the perfect uplifting read for 2020 - winner of the Richard & Judy Readers' Award and Sunday Times bestseller,Ruth Hogan,Hachette UK,9781473635494,English,7,4.2
5GJdcGdWhbzcXsRZGYthJf,Dating Dr. Notorious,Donna McDonald,Donna McDonald,9781939988027,English,8,4.9
bqSb2t5o5ByM43A9xCZHuw,Warlock,Oakley Hall,New York Review of Books,9781590178232,English,9,4.8
YyUfTJv2sHBVWLeHAjGUqW,The Proposal: A Reese Witherspoon Hello Sunshine Book Club Pick,Jasmine Guillory,Hachette UK,9781472255853,English,1,4.0
nNhKS4TUn7W9bPyud2HFvj,Us,David Nicholls,Hachette UK,9781444709193,English,5,4.1
BQ3hjucJ4Pu2kZua6scsfX,I Heart Christmas (I Heart Series| Book 6),Lindsey Kelk,HarperCollins UK,9780007501526,English,5,4.3
JG7XBo9YANma9XmvsENfAo,Less: Winner of the Pulitzer Prize for Fiction 2018,Andrew Sean Greer,Hachette UK,9780349143606,English,3,4.1
PphxTvzncbMoZcaQtFhYma,The Lost Husband: A Novel,Katherine Center,Ballantine Books,9780345538918,English,2,4.3
nBVdLARhUQzXzQepP9sbyy,Waiting for Godot: A Tragicomedy in Two Acts,Samuel Beckett,Faber & Faber,9780571297016,English,1,4.6
UwAWtKbEucVkm4u6hiX4xm,Maun Muskaan Ki Maar,Ashutosh Rana,Prabhat Prakashan,9789352669813,Hindi,3,4.7
8j2Sm2bNKihHhBj7f6uxDb,The Master and Margarita (Vintage Classic Russians Series),Mikhail Bulgakov,Random House,9781409079910,English,0,4.5
gdmcFY7Zki7eSdcNWqBwCZ,The Code of the Woosters,P.G. Wodehouse,Random House,9781409035077,English,1,4.7
bM9HyGAJfaW55QSXh7gWwV,Scott Pilgrim,Bryan Lee O’Malley,HarperCollins UK,9780007362998,English,0,4.5
8x9PkL3eCDfMbbFCUhnz3i,The Orphan Master's Son: Barack Obama’s Summer Reading Pick 2019,Adam Johnson,Random House,9781448109265,English,9,4.4
RrFb4TZnd6ic83WqpcWzXF,Look Who's Back,Timur Vermes,Hachette UK,9781782067825,English,4,4.2
RMpBQev7i6MEgjQYJbcRNV,Why Men And Women Can't Be Friends: The Ugly Truth About Men,Oliver Markus Malloy,Bookmaester,,English,4,4.2
9PgJBrTqtWMCRcCibmyp28,Romeo and/or Juliet: A Chooseable-Path Adventure,Ryan North,Penguin,9781101983317,English,8,4.2
2sxwqH2gj7UUFkE8aHQ5Pz,A Clockwork Orange: Restored Edition,Anthony Burgess,Penguin UK,9780141970684,English,4,4.6
6LR8fH3w5C6aZYA2ou3XAf,Fragile Things,Neil Gaiman,Hachette UK,9780755379941,English,5,4.1
8eVbfFpmEwwcYnENABTc7K,Breakfast of Champions,Kurt Vonnegut,Random House,9781407054032,English,8,4.4
Lg6ifWanpHHQy6JxkwsHkX,Going Postal,Terry Pratchett,Random House,9781407035406,English,8,4.8
6y7oUj4wbD2gxSStTegtZ7,The Amazing Adventures of Kavalier and Clay,Michael Chabon,HarperCollins UK,9780007480371,English,7,4.3
jnGo6XpgRMKLT7Laybz3Vj,The Moor's Last Sigh,Salman Rushdie,Random House,9781409058878,English,2,4.4
hE858aYsEnoYH4n75DuPTh,Animal Farm: The Graphic Novel,George Orwell,Penguin UK,9780241391884,English,7,4.4
DRdmrRTVkZiB8yaT4AgH8h,Flatland: A Romance of Many Dimensions,Edwin Abbott,Open Road Media,9781453253939,English,2,4.4
3kzEAKqFamxDkWQCWognTk,Candide,Voltaire,Bantam Classics,9780553897999,English,1,4.4
Yh3hvYVjdFUMJv7U6cJtYN,A Horse Walks into a Bar,David Grossman,Random House,9781473545809,English,2,5.0
geNWjrB7GRbWjJsedLXpdX,Orgullo y prejuicio: Clásicos de la literatura,Jane Austen,e-artnow,9788026834786,Spanish,4,4.7
cqwGJkhykmoABG6BqN7vNo,Fool: A Novel,Christopher Moore,Harper Collins,9780061974779,English,2,4.2
gbs4EpW8JsqKYgeDup3ZH6,Blue Movie,Terry Southern,Open Road Media,9781453217344,English,1,3.8
m4KR6TWeN9LkTkribfQK2v,Point Counter Point,Aldous Huxley,Random House,9781409079378,English,5,4.6
6DyUyqz3P26KKdVzncHaEK,Bank of Polampur,Ved Mathur,Notion Press,9781644297094,English,8,4.7
KrZkp5rQJQjzzKyDbv7CAZ,Munnu: A Boy From Kashmir,Malik Sajad,HarperCollins UK,9780007513734,English,7,4.7
diXtt6bVJaJm59qir3KENa,The Casual Vacancy,J.K. Rowling,Hachette UK,9781405519229,English,1,3.7
hepUjkQG5BZJzFtc9ha5A5,Best of Ashok Chakradhar,Ashok Chakradhar,Prabhat Prakashan,9789351862871,Hindi,6,5.0
UPXZ5YZEXi6qgVXtwL3nPK,The Queen and I,Sue Townsend,Penguin UK,9780141938332,English,1,4.2
dyjH4uREAhj94wxvFZw9Vo,Psychos: A White Girl Problems Book,Babe Walker,Simon and Schuster,9781476734163,English,3,4.6
UhCZyCiCcKCiknp2oTSibR,The Bless Me| Father Series Books 1–5: Bless Me| Father; A Father Before Christmas; Father in a Fix; Bless Me Again| Father; and Father Under Fire,Neil Boyd,Open Road Media,9781504046169,English,7,5.0
b6XiorpSqVqPCyFufkiYXW,Wizard of the Crow,Ngugi wa Thiong'o,Random House,9781473513365,English,1,4.3
WiS2j4PuQb3HjnD4cpXFbP,Great Granny Webster,Caroline Blackwood,New York Review of Books,9781590175385,English,5,4.3
R4eSGNmXQNTmJzx9VubegW,The Letter Killers Club,Sigizmund Krzhizhanovsky,New York Review of Books,9781590175231,English,2,4.4
YSY2cjCkHXtSKJt8JDjYFM,My Year of Rest and Relaxation,Ottessa Moshfegh,Random House,9781473549548,English,5,3.6
VQrDd5Rtw4DNNB4SHD4fki,Time and Time Again,Ben Elton,Random House,9781473508323,English,6,4.3
3XRnjk6Eh2QY99acnBQGjg,Riotous Assembly,Tom Sharpe,Random House,9781446474679,English,1,4.8
Jmgf9TVn3hX3k8TjeHSqE3,Differently Morphous,Yahtzee Croshaw,Dark Horse Comics,9781506711713,English,3,4.6
kPzqVoktJPzRDaqTNfVpWv,Duplo (Novela psicológica),Margarita Alvarez Alvarez,Margarita Alvarez Alvarez,9788409012558,Spanish,7,4.6
QhcLHQjwFmXxVcTEfnBk89,The Crying of Lot 49,Thomas Pynchon,Penguin,9781101594605,English,2,3.7
XEP2nwng8SNvWGGJguFh2L,Poesía satírica y burlesca,Francisco de Quevedo,Instituto Distrital de las Artes – Idartes,9789585848665,Spanish,2,4.2
fKm4rmCtffkcRokv5xShwD,Dead Souls,Nikolai Gogol,New York Review of Books,9781590176559,English,7,5.0
WRuc4YrzjHikmwXhi637E3,Negrophobia: An Urban Parable,Darius James,New York Review of Books,9781681373485,English,3,5.0
Dev5qxDpsyAL7M7KzgQYPY,Survivor,Chuck Palahniuk,Random House,9781446483701,English,7,4.1
UPaoe5DQD3qYdAaeNYmTkp,The Bonfire of the Vanities,Tom Wolfe,Random House,9781473563926,English,1,4.2
